timestamp,ks_temp,dht_humedad,light,soil_humidity,estado
2026-05-24 22:27:25,11.43,95.00,529,4095,Decaida
2026-05-24 22:27:28,11.09,95.00,525,4095,Decaida
2026-05-24 22:27:30,11.02,95.00,533,4095,Decaida
2026-05-24 22:27:33,11.39,95.00,541,4095,Decaida
2026-05-24 22:27:36,11.28,95.00,531,4095,Decaida
2026-05-24 22:27:39,11.09,95.00,526,4095,Decaida
2026-05-24 22:27:42,11.09,95.00,524,4095,Decaida
2026-05-24 22:27:45,10.02,95.00,511,4095,Decaida
2026-05-24 22:27:47,11.35,95.00,511,4095,Decaida
2026-05-24 22:27:51,10.48,95.00,511,4095,Decaida
2026-05-24 22:27:53,10.98,95.00,510,4095,Decaida
2026-05-24 22:27:57,11.35,95.00,509,4095,Decaida
2026-05-24 22:28:00,11.05,95.00,507,4095,Decaida
2026-05-24 22:28:03,11.28,95.00,509,4095,Decaida
2026-05-24 22:28:06,11.02,95.00,509,4095,Decaida
2026-05-24 22:28:08,11.02,95.00,511,4095,Decaida
2026-05-24 22:28:11,10.90,95.00,503,4095,Decaida
2026-05-24 22:28:14,9.71,95.00,522,4095,Decaida
2026-05-24 22:28:18,11.28,95.00,527,4095,Decaida
2026-05-24 22:28:21,11.02,95.00,528,4095,Decaida
2026-05-24 22:28:24,9.71,95.00,529,4095,Decaida
2026-05-24 22:28:26,9.71,95.00,529,4095,Decaida
2026-05-24 22:28:29,9.98,95.00,525,4095,Decaida
2026-05-24 22:28:32,10.98,95.00,509,4095,Decaida
2026-05-24 22:28:35,10.71,95.00,498,4095,Decaida
2026-05-24 22:28:38,11.28,95.00,510,4095,Decaida
2026-05-24 22:28:41,11.28,95.00,523,4095,Decaida
2026-05-24 22:28:44,11.05,95.00,527,4095,Decaida
2026-05-24 22:28:47,10.79,95.00,528,4095,Decaida
2026-05-24 22:28:49,11.02,95.00,529,4095,Decaida
2026-05-24 22:28:53,10.90,95.00,528,4095,Decaida
2026-05-24 22:28:56,10.79,95.00,528,4095,Decaida
2026-05-24 22:28:58,11.02,95.00,527,4095,Decaida
2026-05-24 22:29:01,11.32,95.00,527,4095,Decaida
2026-05-24 22:29:04,11.09,95.00,511,4095,Decaida
2026-05-24 22:29:07,11.17,95.00,510,4095,Decaida
2026-05-24 22:29:10,10.29,95.00,511,4095,Decaida
2026-05-24 22:29:13,10.94,95.00,507,4095,Decaida
2026-05-24 22:29:16,11.05,95.00,499,4095,Decaida
2026-05-24 22:29:19,11.02,95.00,498,4095,Decaida
2026-05-24 22:29:21,10.79,95.00,502,4095,Decaida
2026-05-24 22:29:24,10.45,95.00,511,4095,Decaida
2026-05-24 22:29:27,11.35,95.00,511,4095,Decaida
2026-05-24 22:29:30,10.75,95.00,511,4095,Decaida
2026-05-24 22:29:33,11.09,95.00,511,4095,Decaida
2026-05-24 22:29:36,10.33,95.00,511,4095,Decaida
2026-05-24 22:29:39,10.45,95.00,523,4095,Decaida
2026-05-24 22:29:42,11.09,95.00,528,4095,Decaida
2026-05-24 22:29:45,11.09,95.00,531,4095,Decaida
2026-05-24 22:29:48,11.09,95.00,528,4095,Decaida
2026-05-24 22:29:50,10.79,95.00,511,4095,Decaida
2026-05-24 22:29:53,10.94,95.00,509,4095,Decaida
2026-05-24 22:29:56,9.71,95.00,511,4095,Decaida
2026-05-24 22:29:59,10.71,95.00,523,4095,Decaida
2026-05-24 22:30:02,11.02,95.00,528,4095,Decaida
2026-05-24 22:30:05,11.28,95.00,529,4095,Decaida
2026-05-24 22:30:08,10.75,95.00,528,4095,Decaida
2026-05-24 22:30:11,10.79,95.00,533,4095,Decaida
2026-05-24 22:30:14,10.64,95.00,531,4095,Decaida
2026-05-24 22:30:16,10.18,95.00,530,4095,Decaida
2026-05-24 22:30:19,11.05,95.00,533,4095,Decaida
2026-05-24 22:30:22,9.56,95.00,531,4095,Decaida
2026-05-24 22:30:25,10.64,95.00,531,4095,Decaida
2026-05-24 22:30:28,11.05,95.00,530,4095,Decaida
2026-05-24 22:30:31,10.90,95.00,536,4095,Decaida
2026-05-24 22:30:34,11.05,95.00,525,4095,Decaida
2026-05-24 22:30:37,10.94,95.00,526,4095,Decaida
2026-05-24 22:30:40,10.64,95.00,511,4095,Decaida
2026-05-24 22:30:43,9.98,95.00,511,4095,Decaida
2026-05-24 22:30:46,11.09,95.00,525,4095,Decaida
2026-05-24 22:30:49,11.09,95.00,532,4095,Decaida
2026-05-24 22:30:52,10.71,95.00,511,4095,Decaida
2026-05-24 22:30:55,10.98,95.00,510,4095,Decaida
2026-05-24 22:30:58,11.28,95.00,526,4095,Decaida
2026-05-24 22:31:01,11.02,95.00,529,4095,Decaida
2026-05-24 22:31:04,10.60,95.00,529,4095,Decaida
2026-05-24 22:31:07,10.60,95.00,524,4095,Decaida
2026-05-24 22:31:10,11.17,95.00,511,4095,Decaida
2026-05-24 22:31:13,11.09,95.00,511,4095,Decaida
