timestamp,ks_temp,dht_humedad,light,soil_humidity,estado
2026-05-25 20:08:36,10.29,95.00,602,1775,Estable
2026-05-25 20:08:39,11.05,95.00,590,1774,Estable
2026-05-25 20:08:43,11.02,95.00,583,1774,Estable
2026-05-25 20:08:46,10.79,95.00,594,1770,Estable
2026-05-25 20:08:49,10.48,95.00,611,1775,Estable
2026-05-25 20:08:52,10.41,95.00,598,1775,Estable
2026-05-25 20:08:55,11.05,95.00,585,1775,Estable
2026-05-25 20:08:59,10.64,95.00,591,1776,Estable
2026-05-25 20:09:02,10.41,95.00,578,1776,Estable
2026-05-25 20:09:05,10.98,95.00,577,1776,Estable
2026-05-25 20:09:08,10.60,95.00,583,1776,Estable
2026-05-25 20:09:11,11.05,95.00,567,1779,Estable
2026-05-25 20:09:14,10.67,95.00,562,1777,Estable
2026-05-25 20:09:17,10.71,95.00,560,1778,Estable
2026-05-25 20:09:20,10.10,95.00,574,1776,Estable
2026-05-25 20:09:23,10.41,95.00,586,1777,Estable
2026-05-25 20:09:26,10.64,95.00,578,1776,Estable
2026-05-25 20:09:29,10.37,95.00,566,1776,Estable
2026-05-25 20:09:32,10.75,95.00,560,1776,Estable
2026-05-25 20:09:35,9.48,95.00,563,1781,Estable
2026-05-25 20:09:38,10.60,95.00,575,1775,Estable
2026-05-25 20:09:41,10.79,95.00,588,1776,Estable
2026-05-25 20:09:45,10.29,95.00,560,1780,Estable
2026-05-25 20:09:48,10.83,95.00,539,1782,Estable
2026-05-25 20:09:51,10.98,95.00,543,1782,Estable
2026-05-25 20:09:54,10.64,95.00,585,1785,Estable
2026-05-25 20:09:58,10.56,95.00,596,1776,Estable
2026-05-25 20:10:01,10.75,95.00,592,1774,Estable
2026-05-25 20:10:04,10.64,95.00,582,1781,Estable
2026-05-25 20:10:07,10.60,95.00,578,1776,Estable
2026-05-25 20:10:11,10.52,95.00,586,1776,Estable
2026-05-25 20:10:14,9.71,95.00,605,1779,Estable
2026-05-25 20:10:17,10.60,95.00,598,1776,Estable
2026-05-25 20:10:20,10.41,95.00,584,1776,Estable
2026-05-25 20:10:23,10.83,95.00,581,1781,Estable
2026-05-25 20:10:26,10.86,95.00,591,1776,Estable
2026-05-25 20:10:29,10.41,95.00,608,1777,Estable
2026-05-25 20:10:32,10.10,95.00,602,1775,Estable
2026-05-25 20:10:36,11.05,95.00,587,1779,Estable
2026-05-25 20:10:39,10.71,95.00,590,1783,Estable
2026-05-25 20:10:42,9.60,95.00,601,1776,Estable
2026-05-25 20:10:45,10.41,95.00,598,1781,Estable
2026-05-25 20:10:48,10.83,95.00,586,1781,Estable
2026-05-25 20:10:52,10.60,95.00,583,1777,Estable
2026-05-25 20:10:55,9.71,95.00,592,1779,Estable
2026-05-25 20:10:58,9.67,95.00,597,1777,Estable
2026-05-25 20:11:02,10.56,95.00,583,1776,Estable
2026-05-25 20:11:05,10.52,95.00,572,1776,Estable
2026-05-25 20:11:08,9.79,95.00,605,1778,Estable
2026-05-25 20:11:11,10.52,95.00,613,1776,Estable
2026-05-25 20:11:14,10.67,95.00,618,1780,Estable
2026-05-25 20:11:18,9.28,95.00,619,1779,Estable
2026-05-25 20:11:21,9.67,95.00,609,1776,Estable
2026-05-25 20:11:23,10.64,95.00,603,1781,Estable
2026-05-25 20:11:26,10.71,95.00,599,1787,Estable
2026-05-25 20:11:30,11.05,95.00,596,1782,Estable
2026-05-25 20:11:33,10.64,95.00,598,1781,Estable
2026-05-25 20:11:35,10.79,95.00,609,1778,Estable
2026-05-25 20:11:38,10.64,95.00,624,1785,Estable
2026-05-25 20:11:42,10.48,95.00,626,1779,Estable
2026-05-25 20:11:45,9.79,95.00,608,1777,Estable
2026-05-25 20:11:48,10.79,95.00,601,1780,Estable
2026-05-25 20:11:51,10.18,95.00,611,1779,Estable
2026-05-25 20:11:53,10.98,95.00,624,1783,Estable
2026-05-25 20:11:57,10.64,95.00,631,1783,Estable
2026-05-25 20:12:00,10.41,95.00,613,1778,Estable
2026-05-25 20:12:03,10.90,95.00,601,1779,Estable
2026-05-25 20:12:06,10.41,95.00,600,1778,Estable
2026-05-25 20:12:09,10.79,95.00,612,1776,Estable
2026-05-25 20:12:12,10.52,95.00,619,1780,Estable
2026-05-25 20:12:14,10.10,95.00,627,1776,Estable
2026-05-25 20:12:17,10.33,95.00,611,1776,Estable
2026-05-25 20:12:21,11.05,95.00,598,1785,Estable
2026-05-25 20:12:24,10.56,95.00,611,1779,Estable
2026-05-25 20:12:27,10.75,95.00,630,1787,Estable
2026-05-25 20:12:30,10.10,95.00,624,1778,Estable
2026-05-25 20:12:33,10.79,95.00,618,1779,Estable
2026-05-25 20:12:36,10.60,95.00,597,1783,Estable
2026-05-25 20:12:39,10.83,95.00,609,1781,Estable
2026-05-25 20:12:42,10.86,95.00,623,1783,Estable
2026-05-25 20:12:45,10.79,95.00,633,1783,Estable
2026-05-25 20:12:49,10.71,95.00,626,1782,Estable
2026-05-25 20:12:52,10.41,95.00,613,1783,Estable
2026-05-25 20:12:55,10.41,95.00,606,1783,Estable
2026-05-25 20:12:59,10.71,95.00,623,1783,Estable
2026-05-25 20:13:02,10.56,95.00,624,1778,Estable
2026-05-25 20:13:05,10.79,95.00,615,1783,Estable
2026-05-25 20:13:08,9.98,95.00,599,1787,Estable
2026-05-25 20:13:11,10.41,95.00,606,1778,Estable
2026-05-25 20:13:14,10.79,95.00,625,1786,Estable
2026-05-25 20:13:18,10.79,95.00,624,1786,Estable
2026-05-25 20:13:21,9.67,95.00,615,1779,Estable
2026-05-25 20:13:24,10.56,95.00,603,1781,Estable
2026-05-25 20:13:27,10.79,95.00,608,1779,Estable
2026-05-25 20:13:30,9.28,95.00,625,1781,Estable
2026-05-25 20:13:34,10.02,95.00,611,1781,Estable
2026-05-25 20:13:37,10.60,95.00,598,1777,Estable
2026-05-25 20:13:40,10.71,95.00,599,1783,Estable
2026-05-25 20:13:43,10.52,95.00,609,1778,Estable
2026-05-25 20:13:46,10.64,95.00,624,1786,Estable
2026-05-25 20:13:49,10.10,95.00,619,1783,Estable
2026-05-25 20:13:53,9.56,95.00,598,1787,Estable
2026-05-25 20:13:56,10.18,95.00,592,1789,Estable
2026-05-25 20:13:59,9.67,95.00,604,1779,Estable
2026-05-25 20:14:02,10.41,95.00,617,1785,Estable
2026-05-25 20:14:04,10.52,95.00,618,1779,Estable
2026-05-25 20:14:08,10.94,95.00,614,1790,Estable
2026-05-25 20:14:11,9.44,95.00,600,1786,Estable
2026-05-25 20:14:15,10.64,95.00,592,1778,Estable
2026-05-25 20:14:18,9.52,95.00,606,1786,Estable
2026-05-25 20:14:21,10.52,95.00,592,1783,Estable
2026-05-25 20:14:24,10.79,95.00,595,1785,Estable
2026-05-25 20:14:27,10.86,95.00,580,1779,Estable
2026-05-25 20:14:30,10.52,95.00,571,1780,Estable
2026-05-25 20:14:33,10.56,95.00,575,1781,Estable
2026-05-25 20:14:36,9.79,95.00,595,1783,Estable
2026-05-25 20:14:40,10.64,95.00,612,1780,Estable
2026-05-25 20:14:43,10.41,95.00,595,1781,Estable
2026-05-25 20:14:46,10.86,95.00,592,1785,Estable
2026-05-25 20:14:49,10.52,95.00,605,1783,Estable
2026-05-25 20:14:52,10.56,95.00,618,1776,Estable
2026-05-25 20:14:55,10.48,95.00,607,1783,Estable
2026-05-25 20:14:59,10.67,95.00,599,1784,Estable
2026-05-25 20:15:01,10.56,95.00,598,1787,Estable
2026-05-25 20:15:04,10.67,95.00,599,1776,Estable
2026-05-25 20:15:08,9.71,95.00,624,1779,Estable
2026-05-25 20:15:11,10.75,95.00,619,1780,Estable
2026-05-25 20:15:15,10.06,95.00,601,1779,Estable
2026-05-25 20:15:18,10.41,95.00,595,1784,Estable
2026-05-25 20:15:20,10.79,95.00,607,1789,Estable
2026-05-25 20:15:24,10.37,95.00,624,1789,Estable
2026-05-25 20:15:27,10.48,95.00,618,1783,Estable
2026-05-25 20:15:30,10.48,95.00,604,1780,Estable
2026-05-25 20:15:34,10.75,95.00,595,1780,Estable
2026-05-25 20:15:37,10.10,95.00,600,1780,Estable
2026-05-25 20:15:40,9.28,95.00,621,1781,Estable
2026-05-25 20:15:43,10.90,95.00,621,1787,Estable
2026-05-25 20:15:46,10.86,95.00,603,1783,Estable
2026-05-25 20:15:49,10.52,95.00,592,1778,Estable
2026-05-25 20:15:52,10.18,95.00,599,1781,Estable
2026-05-25 20:15:56,10.56,95.00,608,1780,Estable
2026-05-25 20:15:58,10.10,95.00,617,1781,Estable
2026-05-25 20:16:02,9.48,95.00,622,1785,Estable
2026-05-25 20:16:05,10.29,95.00,605,1777,Estable
2026-05-25 20:16:08,10.86,95.00,592,1779,Estable
2026-05-25 20:16:11,10.41,95.00,593,1777,Estable
2026-05-25 20:16:15,11.05,95.00,623,1784,Estable
2026-05-25 20:16:18,10.60,95.00,610,1781,Estable
2026-05-25 20:16:22,10.86,95.00,592,1778,Estable
2026-05-25 20:16:25,10.18,95.00,603,1779,Estable
2026-05-25 20:16:28,10.41,95.00,615,1776,Estable
2026-05-25 20:16:31,10.02,95.00,622,1782,Estable
2026-05-25 20:16:34,10.64,95.00,603,1780,Estable
2026-05-25 20:16:38,9.48,95.00,596,1778,Estable
2026-05-25 20:16:41,10.86,95.00,611,1787,Estable
2026-05-25 20:16:44,9.67,95.00,618,1783,Estable
2026-05-25 20:16:47,10.79,95.00,610,1787,Estable
2026-05-25 20:16:50,10.60,95.00,593,1777,Estable
2026-05-25 20:16:53,10.79,95.00,592,1781,Estable
2026-05-25 20:16:57,10.86,95.00,593,1776,Estable
2026-05-25 20:17:00,11.05,95.00,621,1783,Estable
2026-05-25 20:17:03,10.79,95.00,624,1789,Estable
2026-05-25 20:17:06,10.60,95.00,615,1776,Estable
2026-05-25 20:17:09,10.90,95.00,599,1776,Estable
2026-05-25 20:17:13,10.52,95.00,599,1778,Estable
2026-05-25 20:17:15,10.64,95.00,615,1778,Estable
2026-05-25 20:17:18,10.86,95.00,619,1776,Estable
2026-05-25 20:17:21,10.64,95.00,608,1783,Estable
2026-05-25 20:17:24,10.60,95.00,598,1787,Estable
2026-05-25 20:17:27,10.60,95.00,605,1787,Estable
